6363	6465	Ma'Alot-Tarshiha	Yerushalayim Avenue, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6364	6466	Ma'Alot-Tarshiha	39 Yasmin, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6395	6498	Ma'Alot-Tarshiha	4 HaHatsav, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6505	6622	Ma'Alot-Tarshiha	20 Eshkolit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6506	6623	Ma'Alot-Tarshiha	Mem Gimel Hama'Pilim, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6507	6624	Ma'Alot-Tarshiha	Eshkolit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6508	6625	Ma'Alot-Tarshiha	29 Hanasi Hertsogh Avenue, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6509	6626	Ma'Alot-Tarshiha	Eshkolit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6670	6811	Ma'Alot-Tarshiha	16 Yakinton, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6671	6812	Ma'Alot-Tarshiha	30 Yakinton, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6672	6813	Ma'Alot-Tarshiha	6 Marfah, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6673	6817	Ma'Alot-Tarshiha	70 Hanasi Hertsogh Avenue, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6684	6839	Ma'Alot-Tarshiha	Shrira Shlomo, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6685	6840	Ma'Alot-Tarshiha	Street, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6686	6843	Ma'Alot-Tarshiha	Narkis, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6692	6852	Ma'Alot-Tarshiha	Street, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
6984	7209	Ma'Alot-Tarshiha	Eshkolit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15691	17936	Ma'Alot-Tarshiha	Ibn Sina & Hamisgad Hill, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15692	17937	Ma'Alot-Tarshiha	15 Ibn Sina, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15693	17938	Ma'Alot-Tarshiha	Street, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15694	17939	Ma'Alot-Tarshiha	Street, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15695	17940	Ma'Alot-Tarshiha	Street, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15696	17941	Ma'Alot-Tarshiha	Hamisgad Hill, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15701	17952	Ma'Alot-Tarshiha	No. 89 Road, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15714	17968	Ma'Alot-Tarshiha	30 Sapir, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15719	17974	Ma'Alot-Tarshiha	Mem Gimel Hama'Pilim, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15720	17975	Ma'Alot-Tarshiha	No. 89 Road, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15722	17977	Ma'Alot-Tarshiha	14 Sapir, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15726	17984	Ma'Alot-Tarshiha	HaZayit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15727	17986	Ma'Alot-Tarshiha	HaZayit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15730	17990	Ma'Alot-Tarshiha	Levi Eshkol, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15738	18000	Ma'Alot-Tarshiha	No. 89 Road, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
896	266	Ein Vered	הדרים/הראשונים, Ein Vered	עין ורד
15739	18001	Ma'Alot-Tarshiha	Arterial, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15740	18002	Ma'Alot-Tarshiha	Jabotinski, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15742	18005	Ma'Alot-Tarshiha	Mem Gimel Hama'Pilim, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15743	18007	Ma'Alot-Tarshiha	Eshkolit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15767	18038	Ma'Alot-Tarshiha	2 Ben Gurion, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15770	18042	Ma'Alot-Tarshiha	17 Hakalanit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15772	18046	Ma'Alot-Tarshiha	Mem Gimel Hama'Pilim, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15773	18047	Ma'Alot-Tarshiha	12 Hakalanit, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15777	18051	Ma'Alot-Tarshiha	4 Ben Gurion, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15778	18052	Ma'Alot-Tarshiha	19 Ben Gurion, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15779	18053	Ma'Alot-Tarshiha	14 Ben Gurion, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15780	18054	Ma'Alot-Tarshiha	53 HaHagana, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15782	18056	Ma'Alot-Tarshiha	35 Keren HaYesod, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15783	18057	Ma'Alot-Tarshiha	48 Keren HaYesod, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15785	18059	Ma'Alot-Tarshiha	Hanasi Hertsogh Avenue, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15786	18061	Ma'Alot-Tarshiha	13 Keren HaYesod, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15789	18064	Ma'Alot-Tarshiha	22 Keren HaYesod, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15792	18067	Ma'Alot-Tarshiha	Marfah, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15793	18068	Ma'Alot-Tarshiha	3 Marfah, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15794	18069	Ma'Alot-Tarshiha	13 Kakal, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15795	18070	Ma'Alot-Tarshiha	Mem Gimel Hama'Pilim, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
15797	18072	Ma'Alot-Tarshiha	HaRakefet, Ma'Alot-Tarshiha, Israel	מעלות תרשיחא
5295	5255	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5296	5256	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5297	5257	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5298	5258	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5299	5259	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5300	5260	Magdala	Ha'Arbel View, Magdala, Israel	מגדלא
5301	5261	Magdala	Street, Magdala, Israel	מגדלא
5304	5264	Magdala	807, Magdala, Israel	מגדלא
5305	5265	Magdala	No. 807 Road, Magdala, Israel	מגדלא
26437	35559	Rosh Pinna	Street, Rosh Pinna, Israel	ראש פינה
26438	35560	Rosh Pinna	Street, Rosh Pinna, Israel	ראש פינה
26439	35561	Rosh Pinna	Street, Rosh Pinna, Israel	ראש פינה
26440	35562	Rosh Pinna	Street, Rosh Pinna, Israel	ראש פינה
15468	17652	Deir Hanna	Street, Deir Hanna, Israel	דיר חנא
18263	21251	Deir Hanna	Street, Deir Hanna, Israel	דיר חנא
18264	21252	Deir Hanna	Street, Deir Hanna, Israel	דיר חנא
18303	21300	Deir Hanna	Street, Deir Hanna, Israel	דיר חנא
5562	5531	Zarzir	Street, Zarzir, Israel	זרזיר
5563	5532	Zarzir	7626, Zarzir, Israel	זרזיר
15371	17538	Nahariyya	29 HaSahlav, Nahariyya, Israel	נהריה
15372	17539	Nahariyya	16 Shazar Avenue, Nahariyya, Israel	נהריה
15373	17542	Nahariyya	HaSahlav, Nahariyya, Israel	נהריה
15375	17544	Nahariyya	Vaytsman, Nahariyya, Israel	נהריה
15376	17545	Nahariyya	117 Vaytsman, Nahariyya, Israel	נהריה
15377	17547	Nahariyya	HaSahlav, Nahariyya, Israel	נהריה
15378	17548	Nahariyya	Shazar Avenue, Nahariyya, Israel	נהריה
15380	17550	Nahariyya	HaSahlav, Nahariyya, Israel	נהריה
15381	17551	Nahariyya	5 HaSahlav, Nahariyya, Israel	נהריה
15383	17553	Nahariyya	93 Vaytsman, Nahariyya, Israel	נהריה
15384	17554	Nahariyya	83 Vaytsman, Nahariyya, Israel	נהריה
15385	17555	Nahariyya	88 Vaytsman, Nahariyya, Israel	נהריה
15386	17556	Nahariyya	Shazar Avenue, Nahariyya, Israel	נהריה
15388	17558	Nahariyya	124 Hertsel, Nahariyya, Israel	נהריה
15389	17559	Nahariyya	Street, Nahariyya, Israel	נהריה
15390	17560	Nahariyya	63 Vaytsman, Nahariyya, Israel	נהריה
15391	17561	Nahariyya	60 Vaytsman, Nahariyya, Israel	נהריה
15393	17564	Nahariyya	42 Vaytsman, Nahariyya, Israel	נהריה
15394	17565	Nahariyya	137 Hertsel, Nahariyya, Israel	נהריה
15397	17568	Nahariyya	20 Vaytsman, Nahariyya, Israel	נהריה
15398	17569	Nahariyya	7 Shazar Avenue, Nahariyya, Israel	נהריה
15399	17570	Nahariyya	Shazar Avenue, Nahariyya, Israel	נהריה
15400	17571	Nahariyya	116 Hertsel, Nahariyya, Israel	נהריה
15402	17573	Nahariyya	2 Vaytsman, Nahariyya, Israel	נהריה
15406	17578	Nahariyya	107 Hertsel, Nahariyya, Israel	נהריה
15407	17579	Nahariyya	92 Hertsel, Nahariyya, Israel	נהריה
15409	17581	Nahariyya	Gdud 21 Road, Nahariyya, Israel	נהריה
15410	17582	Nahariyya	44 HaHagana, Nahariyya, Israel	נהריה
15412	17584	Nahariyya	7 Hertsel, Nahariyya, Israel	נהריה
1022	399	Beit Yehoshua	צומת תל יצחק, Beit Yehoshua	בית יהושע
1023	400	Even Yehuda	רבין/553, Even Yehuda	אבן יהודה
1028	405	Even Yehuda	ההדרים/עממי, Even Yehuda	אבן יהודה
1029	406	Even Yehuda	ההדרים/עממי, Even Yehuda	אבן יהודה
1030	407	Even Yehuda	השומרון/ותיקים, Even Yehuda	אבן יהודה
1024	401	Kfar Netter	'כפר נטר א, Kfar Netter	כפר נטר
1025	402	Kfar Netter	מרפאה, Kfar Netter	כפר נטר
1026	403	Kfar Netter	ההדרים/החרוב, Kfar Netter	כפר נטר
1027	404	Kfar Netter	ההדרים/סמטת החרוב, Kfar Netter	כפר נטר
2484	112	Shilat	Street, Shilat, Israel	שילת
15413	17585	Nahariyya	Shabira, Nahariyya, Israel	נהריה
15414	17586	Nahariyya	HaHagana, Nahariyya, Israel	נהריה
15415	17587	Nahariyya	17 Sderot Haga'Aton, Nahariyya, Israel	נהריה
15416	17588	Nahariyya	23 Hertsel, Nahariyya, Israel	נהריה
15417	17589	Nahariyya	17 HaHagana, Nahariyya, Israel	נהריה
15421	17594	Nahariyya	48 Hertsel, Nahariyya, Israel	נהריה
15422	17595	Nahariyya	47 Hertsel, Nahariyya, Israel	נהריה
15423	17596	Nahariyya	Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15424	17599	Nahariyya	29 Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15427	17602	Nahariyya	34 HaHagana, Nahariyya, Israel	נהריה
15428	17604	Nahariyya	37 HaHagana, Nahariyya, Israel	נהריה
15430	17608	Nahariyya	Gdud 21 Road, Nahariyya, Israel	נהריה
15431	17609	Nahariyya	Sderot Haga'Aton, Nahariyya, Israel	נהריה
15432	17610	Nahariyya	2 Sderot Haga'Aton, Nahariyya, Israel	נהריה
15433	17611	Nahariyya	14 Efrayim Sharir, Nahariyya, Israel	נהריה
15434	17612	Nahariyya	8 HaMeyasdim, Nahariyya, Israel	נהריה
15435	17613	Nahariyya	Gdud 21 Road, Nahariyya, Israel	נהריה
15436	17614	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15437	17615	Nahariyya	30 Efrayim Sharir, Nahariyya, Israel	נהריה
15438	17616	Nahariyya	Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15439	17617	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15440	17618	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15441	17619	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15442	17620	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15443	17621	Nahariyya	48 Yafe Nof, Nahariyya, Israel	נהריה
15444	17623	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15445	17624	Nahariyya	1 Moriya, Nahariyya, Israel	נהריה
15446	17626	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15447	17627	Nahariyya	Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15448	17628	Nahariyya	16 Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15449	17629	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15450	17630	Nahariyya	7 Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15451	17631	Nahariyya	27 King David, Nahariyya, Israel	נהריה
15452	17632	Nahariyya	Haghil'Ad, Nahariyya, Israel	נהריה
15453	17633	Nahariyya	Shbrinzak, Nahariyya, Israel	נהריה
15454	17634	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
1115	494	Ein Vered	צומת עין ורד, Ein Vered	עין ורד
1031	408	Even Yehuda	השומרון/ותיקים, Even Yehuda	אבן יהודה
1032	409	Even Yehuda	ההדרים/הלוחמים, Even Yehuda	אבן יהודה
1033	410	Even Yehuda	ההדרים/הלוחמים, Even Yehuda	אבן יהודה
1034	411	Even Yehuda	המתמיד/הנוטע, Even Yehuda	אבן יהודה
1035	412	Even Yehuda	הנוטע/רקפות, Even Yehuda	אבן יהודה
1036	413	Even Yehuda	המייסדים/צבר, Even Yehuda	אבן יהודה
1037	414	Even Yehuda	מועצה מקומית, Even Yehuda	אבן יהודה
1038	415	Even Yehuda	המייסדים/העצמאות, Even Yehuda	אבן יהודה
1039	416	Even Yehuda	העצמאות/נרקיסים, Even Yehuda	אבן יהודה
1040	417	Even Yehuda	העצמאות/נרקיסים, Even Yehuda	אבן יהודה
1041	418	Even Yehuda	כביש 4/השומרון, Even Yehuda	אבן יהודה
1042	419	Even Yehuda	כביש 4/השלושה, Even Yehuda	אבן יהודה
1044	421	Even Yehuda	העצמאות/רימון, Even Yehuda	אבן יהודה
1049	426	Even Yehuda	פארק הבנים/הבנים, Even Yehuda	אבן יהודה
1050	427	Even Yehuda	גן הבנים/הבנים, Even Yehuda	אבן יהודה
1071	450	Even Yehuda	הבנים/המחתרת, Even Yehuda	אבן יהודה
1072	451	Even Yehuda	הבנים/מרבד הקסמים, Even Yehuda	אבן יהודה
1073	452	Even Yehuda	הבנים/סמטת הורדים, Even Yehuda	אבן יהודה
1043	420	Kfar Netter	כפר נטר הצעירה, Kfar Netter	כפר נטר
1045	422	Kfar Netter	כפר נטר הצעירה, Kfar Netter	כפר נטר
1046	423	Kfar Netter	ההדרים/השלום, Kfar Netter	כפר נטר
1047	424	Kfar Netter	האלון/ההדרים, Kfar Netter	כפר נטר
1048	425	Kfar Netter	האלון/ההדרים, Kfar Netter	כפר נטר
1076	455	Tzoran-Kadima	צומת הדסים, Tzoran-Kadima	צורן, קדימה
1081	460	Tzoran-Kadima	הורדים/יונק הדבש, Tzoran-Kadima	צורן, קדימה
1082	461	Tzoran-Kadima	הארז/השיזף, Tzoran-Kadima	צורן, קדימה
1083	462	Tzoran-Kadima	גורדון/כצנלסון, Tzoran-Kadima	צורן, קדימה
1084	463	Tzoran-Kadima	יוספטל / מימון, Tzoran-Kadima	צורן, קדימה
1085	464	Tzoran-Kadima	יאנוש קורצ'ק/יוספטל, Tzoran-Kadima	צורן, קדימה
1086	465	Tzoran-Kadima	גורדון/רוזנבך, Tzoran-Kadima	צורן, קדימה
1087	466	Tzoran-Kadima	גורדון/ברנר, Tzoran-Kadima	צורן, קדימה
1088	467	Tzoran-Kadima	גורדון/יאנוש קורצ'אק, Tzoran-Kadima	צורן, קדימה
1089	468	Tzoran-Kadima	שד. יצחק בן צבי/יאנוש קורצ'אק, Tzoran-Kadima	צורן, קדימה
1090	469	Tzoran-Kadima	ז'בוטינסקי/ההסתדרות, Tzoran-Kadima	צורן, קדימה
1080	459	Tel Mond	דרך הלורד\\אבני, Tel Mond	תל מונד
1099	478	Tel Mond	הדקל/הכלנית, Tel Mond	תל מונד
1100	479	Tel Mond	הדקל/הרקפת, Tel Mond	תל מונד
1101	480	Tel Mond	הדקל/הנרקיס, Tel Mond	תל מונד
1102	481	Tel Mond	הדקל/השקד, Tel Mond	תל מונד
1107	486	Tel Mond	הדקל/התאנה, Tel Mond	תל מונד
15455	17635	Nahariyya	6 Dafid Ben Ghaon, Nahariyya, Israel	נהריה
15456	17636	Nahariyya	21 Ezra, Nahariyya, Israel	נהריה
15464	17648	Nahariyya	27 Shlomo Hamelekh, Nahariyya, Israel	נהריה
15465	17649	Nahariyya	Kibuts Galuyot, Nahariyya, Israel	נהריה
15466	17650	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15467	17651	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15469	17653	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15471	17655	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15473	17658	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15474	17660	Nahariyya	4, Nahariyya, Israel	נהריה
15475	17661	Nahariyya	Street, Nahariyya, Israel	נהריה
15476	17662	Nahariyya	11 Shbrinzak, Nahariyya, Israel	נהריה
15477	17663	Nahariyya	71 Kibuts Galuyot, Nahariyya, Israel	נהריה
15478	17664	Nahariyya	Highway, Nahariyya, Israel	נהריה
15479	17665	Nahariyya	Highway, Nahariyya, Israel	נהריה
15480	17666	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15483	17669	Nahariyya	Trumbeldor, Nahariyya, Israel	נהריה
15484	17670	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15485	17671	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15487	17673	Nahariyya	50 Kibuts Galuyot, Nahariyya, Israel	נהריה
15488	17674	Nahariyya	Kibuts Galuyot, Nahariyya, Israel	נהריה
15491	17681	Nahariyya	HaNegev, Nahariyya, Israel	נהריה
15492	17683	Nahariyya	Yehuda HaMakkabi, Nahariyya, Israel	נהריה
15493	17684	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15495	17689	Nahariyya	Ha'Atsma'Ut Road, Nahariyya, Israel	נהריה
15496	17690	Nahariyya	Rabi Akifa, Nahariyya, Israel	נהריה
15499	17693	Nahariyya	10 Hashayyara Road, Nahariyya, Israel	נהריה
15500	17694	Nahariyya	13 Hashayyara Road, Nahariyya, Israel	נהריה
15503	17699	Nahariyya	30 Yehuda HaMakkabi, Nahariyya, Israel	נהריה
15504	17700	Nahariyya	40 Trumbeldor, Nahariyya, Israel	נהריה
15505	17701	Nahariyya	Yehi'am Road, Nahariyya, Israel	נהריה
15506	17702	Nahariyya	Nahli'eli, Nahariyya, Israel	נהריה
15507	17703	Nahariyya	10 Hazamir, Nahariyya, Israel	נהריה
15510	17707	Nahariyya	10 Hehaluts, Nahariyya, Israel	נהריה
15511	17708	Nahariyya	Yehuda HaMakkabi, Nahariyya, Israel	נהריה
15512	17709	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
15513	17710	Nahariyya	Ben Tsfi Avenue, Nahariyya, Israel	נהריה
1118	497	Tzoran-Kadima	הרצל/מורדי הגטאות, Tzoran-Kadima	צורן, קדימה
1119	498	Tzoran-Kadima	הרצל/מורדי הגטאות, Tzoran-Kadima	צורן, קדימה
1120	499	Tzoran-Kadima	שד. יצחק בן צבי/הנרייטה סולד, Tzoran-Kadima	צורן, קדימה
1121	500	Tzoran-Kadima	שד. יצחק בן צבי/רימון, Tzoran-Kadima	צורן, קדימה
1122	501	Tzoran-Kadima	בן צבי\\אחד העם, Tzoran-Kadima	צורן, קדימה
1123	502	Tzoran-Kadima	מועצה, Tzoran-Kadima	צורן, קדימה
1397	828	Kefar Sava	נורדאו/הגדוד העברי, Kfar Saba	כפר סבא
1398	829	Kefar Sava	בי''ס יצחק שדה, Kfar Saba	כפר סבא
1401	832	Kefar Sava	דרך קדומים/חטיבת הנח''ל, Kfar Saba	כפר סבא
1402	833	Kefar Sava	דרך קדומים/חטיבת יפתח, Kfar Saba	כפר סבא
1403	834	Kefar Sava	קדומים/המוביל, Kfar Saba	כפר סבא
1404	835	Kefar Sava	בן יהודה/דרך המוביל, Kfar Saba	כפר סבא
1405	836	Kefar Sava	דוכיפת/דרך המוביל, Kfar Saba	כפר סבא
1406	837	Kefar Sava	דוכיפת/דרך המוביל, Kfar Saba	כפר סבא
1407	838	Kefar Sava	דרך המוביל/העגורים, Kfar Saba	כפר סבא
1408	839	Kefar Sava	נחליאלי/עפרוני, Kfar Saba	כפר סבא
1410	841	Kefar Sava	הזמיר/נחליאלי, Kfar Saba	כפר סבא
1411	842	Kefar Sava	זמיר/נחליאלי, Kfar Saba	כפר סבא
1412	843	Kefar Sava	זמיר/הנשר, Kfar Saba	כפר סבא
1413	844	Kefar Sava	קאנטרי קלאב/בן יהודה, Kfar Saba	כפר סבא
1414	845	Kefar Sava	מטווח עירוני/בן יהודה, Kfar Saba	כפר סבא
1415	846	Kefar Sava	הגליל/בן יהודה, Kfar Saba	כפר סבא
1416	848	Kefar Sava	אז''ר/פרופ' דינור, Kfar Saba	כפר סבא
1417	849	Kefar Sava	טירת צבי/הגליל, Kfar Saba	כפר סבא
1418	850	Kefar Sava	אז''ר/תל חי, Kfar Saba	כפר סבא
1419	851	Kefar Sava	יבנה/חברון, Kfar Saba	כפר סבא
1420	852	Kefar Sava	בר אילן/נחל הדס, Kfar Saba	כפר סבא
1421	853	Kefar Sava	אז''ר/בר אילן, Kfar Saba	כפר סבא
1422	854	Kefar Sava	משה דיין/זמנהוף, Kfar Saba	כפר סבא
1423	855	Kefar Sava	הגליל/זמנהוף, Kfar Saba	כפר סבא
1424	856	Kefar Sava	הגליל/נעורים, Kfar Saba	כפר סבא
1425	857	Kefar Sava	הכרמל/תל חי, Kfar Saba	כפר סבא
1426	858	Kefar Sava	וייצמן/תל חי, Kfar Saba	כפר סבא
1427	859	Kefar Sava	תחנה מרכזית, Kfar Saba	כפר סבא
1428	860	Kefar Sava	הכרמל/משעול השיר, Kfar Saba	כפר סבא
1429	862	Kefar Sava	הכרמל/העבודה, Kfar Saba	כפר סבא
1430	863	Kefar Sava	השחר/השלום, Kfar Saba	כפר סבא
1431	865	Kefar Sava	ברל כצנלסון/גולומב, Kfar Saba	כפר סבא
1432	866	Kefar Sava	בית חולים מאיר, Kfar Saba	כפר סבא
1399	830	Hod HaSharon	תחנת רכבת נורדאו, Hod HaSharon	הוד השרון
1400	831	Hod HaSharon	תחנת רכבת סוקולוב, Hod HaSharon	הוד השרון
1409	840	Tzofit	נחליאלי/הזמיר, Tzofit	צופית
15514	17711	Nahariyya	18 Hehaluts, Nahariyya, Israel	נהריה
15515	17712	Nahariyya	Hazamir, Nahariyya, Israel	נהריה
15520	17721	Nahariyya	Yehi'am Road, Nahariyya, Israel	נהריה
16998	19721	Nahariyya	Hehaluts, Nahariyya, Israel	נהריה
17015	19746	Nahariyya	19 Ben Tsfi Avenue, Nahariyya, Israel	נהריה
17336	20144	Yirka	8533, Yirka, Israel	ירכא
17337	20145	Yirka	8533, Yirka, Israel	ירכא
